"number","project","owner","reviewer","date","message"
"153712","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-06 05:29:18.626000000","Patch Set 1: Verified+1

bionic-presubmit #1563 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1563/"
"153712","platform/bionic","Dimitry Ivanov","David Srbecky","2015-06-08 20:18:18.969000000","Patch Set 1: Code-Review+1

Thank you."
"153712","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-09 20:52:33.912000000","Patch Set 2: Code-Review+2"
"153712","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-09 20:53:13.919000000","Patch Set 2: Verified+1

bionic-presubmit #1575 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1575/"
"153713","platform/bionic","Nick Kralevich","Bionic Buildbot","2015-06-06 18:38:37.741000000","Patch Set 1: Verified+1

bionic-presubmit #1564 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1564/"
"153713","platform/bionic","Nick Kralevich","Elliott Hughes","2015-06-08 17:38:29.178000000","Patch Set 1: Code-Review+2"
"153718","platform/frameworks/base","Andre Eisenbach","Arman Uguray","2015-06-10 02:48:27.134000000","Patch Set 1: Code-Review+1"
"153718","platform/frameworks/base","Andre Eisenbach","Andre Eisenbach","2015-06-10 19:34:05.522000000","Topic set to bluetooth_dumpsys_logging"
"153718","platform/frameworks/base","Andre Eisenbach","Arman Uguray","2015-06-10 19:40:58.122000000","Patch Set 2: Code-Review+1"
"153718","platform/frameworks/base","Andre Eisenbach","Pavlin Radoslavov","2015-06-10 19:44:19.816000000","Patch Set 2: Code-Review+1"
"153718","platform/frameworks/base","Andre Eisenbach","Michael Wright","2015-06-10 19:58:50.880000000","Patch Set 2: Code-Review+2 Verified+1

(1 comment)"
"153718","platform/frameworks/base","Andre Eisenbach","Andre Eisenbach","2015-06-10 20:31:30.210000000","Patch Set 2:

(1 comment)"
"153718","platform/frameworks/base","Andre Eisenbach","Narayan Kamath","2015-06-11 08:44:25.641000000","Patch Set 2:

(1 comment)"
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-09 09:15:36.556000000","Patch Set 1: Verified+1"
"153782","platform/system/core","Ben Cheng","Mark Salyzyn","2015-06-09 15:34:52.732000000","Patch Set 1:

(1 comment)

Please update readme.txt to describe the purpose and usage of this function."
"153782","platform/system/core","Ben Cheng","Mark Salyzyn","2015-06-09 15:36:37.283000000","Patch Set 1:

IMHO I do not really have python readability, please find a reviewer that can be critical of the code."
"153782","platform/system/core","Ben Cheng","Elliott Hughes","2015-06-09 15:40:02.210000000","Patch Set 1:

(2 comments)

+danalbert for python."
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-10 05:58:18.889000000","Patch Set 1:

(3 comments)"
"153782","platform/system/core","Ben Cheng","Dan Albert","2015-06-10 06:15:57.304000000","Patch Set 1:

(14 comments)"
"153782","platform/system/core","Ben Cheng","Dan Albert","2015-06-10 06:22:22.519000000","Patch Set 2:

(2 comments)"
"153782","platform/system/core","Ben Cheng","Dan Albert","2015-06-10 07:47:48.783000000","Patch Set 3:

(5 comments)"
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-10 07:51:27.007000000","Patch Set 5:

Thanks for the great comments Dan!

I addressed all of them except the 'with' statement as it doesn't work with tf.extractfile. I got the following error message:

AttributeError: __exit__

and it seems to be similar to this post on stackoverflow:

AttributeError: __exit__"
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-10 07:54:12.203000000","Patch Set 5:

Oops here is the stackoverflow link:

http://stackoverflow.com/questions/7447284/how-to-troubleshoot-an-attributeerror-exit-in-multiproccesing-in-python

And looks like our emails crossed as I found those errors and fixed them in patch set 4/5."
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-10 08:15:31.927000000","Patch Set 3:

(5 comments)"
"153782","platform/system/core","Ben Cheng","Mark Salyzyn","2015-06-10 14:53:07.161000000","Patch Set 6:

(3 comments)

Please house Jiffy or HZ in a variable. By looking at the bootcharts and the known 200ms sampling rates, you can probably calculate/intuit what the HZ value really is (but that can be deferred for a later CL)."
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-10 15:01:41.368000000","Patch Set 6:

OK will do next week (OOO until 6/15)."
"153782","platform/system/core","Ben Cheng","Dan Albert","2015-06-10 15:52:22.098000000","Patch Set 3:

(1 comment)"
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-15 08:01:33.340000000","Patch Set 7:

(3 comments)

In patch set 7 I have added code to calculate the jiffy wall clock time based on the number of jiffies in the 200ms period, and use try/finally around the file handle from a tarball."
"153782","platform/system/core","Ben Cheng","Mark Salyzyn","2015-06-15 14:19:04.766000000","Patch Set 7: Code-Review+2"
"153782","platform/system/core","Ben Cheng","Ben Cheng","2015-06-15 14:26:55.348000000","Patch Set 7: Verified+1"
"153804","platform/system/core","Spencer Low","Tzur Sayag","2015-06-26 22:31:50.585000000","Patch Set 1: Code-Review-1

dear sir,
ran into your change by accident. don't want to suggest a differnet change because I'm not in the code...sort of speak. but,
if you set t->sfd to be -1 although the next line can potentially crash and not be ``reflected`` in the result. perhaps you should check adb_close() status, or something? I'm not fully in the code. hope this helps.

    int fd = t->sfd;
    if (fd != -1) {
        t->sfd = -1;
        adb_close(fd);
    }"
"153804","platform/system/core","Spencer Low","Spencer Low","2015-06-26 23:49:21.318000000","Patch Set 1:

> dear sir,
 > ran into your change by accident. don't want to suggest a differnet
 > change because I'm not in the code...sort of speak. but,
 > if you set t->sfd to be -1 although the next line can potentially
 > crash and not be ``reflected`` in the result. perhaps you should
 > check adb_close() status, or something? I'm not fully in the code.
 > hope this helps.

Thanks for the review. The code By Design sets t->sfd to -1 before calling adb_close() just in case the fd causes adb_close() to crash, in which case since t->sfd was just set, no one else in the future can try to close it again (causing problems repeatedly). So in the crash case, the code By Design leaks the fd which is preferable to leaving it around to cause more problems.

But really, this change does not have real provisions for the case of arbitrary lines of code crashing since that is a very difficult (impossible?) way to program this kind of code.

I checked the rest of the codebase and the return value of adb_close() is never checked, so this change follows that convention. adb_close() is really just an alias for unix/posix close() which is often not checked in many codebases."
"153804","platform/system/core","Spencer Low","Tzur Sayag","2015-06-26 23:59:06.126000000","Patch Set 1: -Code-Review

I'm nothing less than disappointed to learn this is the state of the code base, if this is the case (of contributors) not taking the small efforts to do the simple checks, how can we rely in the future on this platform to drive cars? 
I'm in total agreement with you on this specific change after the effort you put but I can't believe we let this go on like that....should I change to plus instead? Or should we change the code to check the status, document the function to return the relevant error and all that? I can only suggest because I can't spend too much time on the, your call!"
"153804","platform/system/core","Spencer Low","Spencer Low","2015-06-27 02:26:04.389000000","Patch Set 1:

> I'm nothing less than disappointed to learn this is the state of
 > the code base, if this is the case (of contributors) not taking the
 > small efforts to do the simple checks, how can we rely in the
 > future on this platform to drive cars?

I'm not the component owner, so I can't speak for them, but perhaps you can describe the simple check that you're suggesting?

 > I'm in total agreement with you on this specific change after the
 > effort you put but I can't believe we let this go on like
 > that....should I change to plus instead?

I'm not sure all the details of how the AOSP handles -/+, I'd advise you to check the project documentation to guide your decision.

 > Or should we change the
 > code to check the status, document the function to return the
 > relevant error and all that? I can only suggest because I can't
 > spend too much time on the, your call!

My thinking is that larger architectural changes like this should be driven by the component owner because they're in the best position to understand their future plans for the codebase. In other words, non-component owners could prototype large changes, but it is risky if, say, the component owners are planning to do a larger rewrite or reorganization, or change to exception handling, RAII classes, etc.

Here is another example: I was thinking about cleaning up some of the logging/tracing code, but then I realized that the component owners might be rewriting all of that anyway, so any work I do (without full knowledge of their future plans) would just be wasted. So I let it be until later. Hope this helps explain where I'm coming from. Thanks."
"153804","platform/system/core","Spencer Low","Elliott Hughes","2015-06-29 22:32:17.381000000","Patch Set 1: Code-Review+2 Verified+1"
"153818","platform/system/core","Calin Juravle","Calin Juravle","2015-06-24 13:35:31.009000000","Patch Set 2:

ptal"
"153818","platform/system/core","Calin Juravle","Nicolas Geoffray","2015-06-24 13:42:22.748000000","Patch Set 2:

(1 comment)"
"153818","platform/system/core","Calin Juravle","Calin Juravle","2015-06-24 14:18:05.178000000","Patch Set 2:

(1 comment)"
"153818","platform/system/core","Calin Juravle","Nicolas Geoffray","2015-06-24 14:19:16.757000000","Patch Set 3: Code-Review+1"
"153818","platform/system/core","Calin Juravle","Elliott Hughes","2015-06-24 15:23:22.468000000","Patch Set 3:

(2 comments)"
"153818","platform/system/core","Calin Juravle","Calin Juravle","2015-06-24 16:14:09.706000000","Patch Set 3:

(1 comment)

ptal"
"153818","platform/system/core","Calin Juravle","Calin Juravle","2015-06-29 11:14:44.998000000","Patch Set 4:

ping"
"153818","platform/system/core","Calin Juravle","Narayan Kamath","2015-07-01 11:55:37.940000000","Patch Set 4: Code-Review+1"
"153818","platform/system/core","Calin Juravle","Elliott Hughes","2015-07-01 15:58:49.813000000","Patch Set 4: Code-Review+1

cferris?"
"153818","platform/system/core","Calin Juravle","Christopher Ferris","2015-07-01 17:57:13.122000000","Patch Set 4: Code-Review+2

(1 comment)"
"153818","platform/system/core","Calin Juravle","Calin Juravle","2015-07-02 01:09:48.775000000","Patch Set 4:

(1 comment)"
"153818","platform/system/core","Calin Juravle","Christopher Ferris","2015-07-02 02:02:12.132000000","Patch Set 5: Code-Review+2"
"153818","platform/system/core","Calin Juravle","Calin Juravle","2015-07-02 10:29:30.153000000","Patch Set 5: Verified+1"
"153832","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-08 17:51:48.052000000","Patch Set 1: Code-Review+2

too hard to make an ELF file with this problem?"
"153832","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-08 17:59:15.683000000","Patch Set 1: Verified+1

bionic-presubmit #1566 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1566/"
"153832","platform/bionic","Dimitry Ivanov","Zhouhai Ye","2015-06-09 00:42:18.674000000","Patch Set 1: Code-Review+1"
"153835","platform/bionic","Ying Wang","Dimitry Ivanov","2015-06-08 19:24:52.739000000","Patch Set 1: Code-Review+2"
"153835","platform/bionic","Ying Wang","Ying Wang","2015-06-08 19:26:52.765000000","Patch Set 1: Verified+1"
"153835","platform/bionic","Ying Wang","Bionic Buildbot","2015-06-08 19:34:28.404000000","Patch Set 1:

bionic-presubmit #1567 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1567/"
"153922","platform/packages/apps/Settings","Neil Fuller","Neil Fuller","2015-06-08 17:13:34.590000000","Patch Set 1: Code-Review+2 Verified+1

Caused merge conflicts downstream. Reverting for now."
"153940","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-08 17:20:45.215000000","Patch Set 1: Code-Review+1 Verified+1

A lot of work for a corner case."
"153940","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-08 18:23:00.465000000","Patch Set 1: Code-Review+1

(3 comments)

Looks like it works. It would be helped by adding some const int or #define's to clarify the tagging (eg. 0xEA is clearly a tag for a space character, but is obfuscated in the code)."
"153940","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-08 20:28:33.662000000","Patch Set 2: Code-Review+1

Thanks :)"
"153940","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-08 20:32:59.406000000","Patch Set 2: Code-Review+1 Verified+1"
"153940","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-08 20:33:04.467000000","Patch Set 2: Code-Review+2"
"153940","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-08 20:33:53.858000000","Patch Set 2:

(1 comment)"
"153974","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-08 21:53:55.850000000","Patch Set 1: Code-Review+1 Verified+1

sdk builds borken"
"153974","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-08 21:55:28.754000000","Patch Set 1: Code-Review+1"
"153974","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-08 21:55:49.234000000","Patch Set 1: Code-Review+2"
"153978","platform/frameworks/base","Yang Ni","Yang Ni","2015-06-08 23:08:06.131000000","Patch Set 1: Code-Review+2 Verified+1"
"153986","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-09 01:12:45.497000000","Patch Set 1: Verified+1

bionic-presubmit #1572 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1572/"
"153986","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-09 01:43:39.323000000","Patch Set 1:

(4 comments)"
"153986","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-09 03:50:35.090000000","Patch Set 1:

bionic-presubmit #1573 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1573/"
"153986","platform/bionic","Elliott Hughes","Nick Kralevich","2015-06-09 18:22:57.342000000","Patch Set 1:

(2 comments)"
"153986","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-09 20:28:48.888000000","Patch Set 1:

(2 comments)"
"153986","platform/bionic","Elliott Hughes","Nick Kralevich","2015-06-09 20:58:18.016000000","Patch Set 2: Code-Review+2"
"153986","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-09 21:08:09.895000000","Patch Set 2: Verified+1

bionic-presubmit #1576 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1576/"
"153986","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-10 01:39:12.477000000","Patch Set 3:

(1 comment)"
"153986","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-10 01:54:54.227000000","Patch Set 3: Verified+1

bionic-presubmit #1577 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1577/"
"153986","platform/bionic","Elliott Hughes","Christopher Ferris","2015-06-10 02:30:16.115000000","Patch Set 3:

(2 comments)"
"153986","platform/bionic","Elliott Hughes","Nick Kralevich","2015-06-10 02:57:44.572000000","Patch Set 3: Code-Review+1

(1 comment)"
"153986","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-10 03:01:44.022000000","Patch Set 3:

(2 comments)"
"153986","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-10 03:17:42.074000000","Patch Set 4: Verified+1

bionic-presubmit #1578 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1578/"
"153986","platform/bionic","Elliott Hughes","Nick Kralevich","2015-06-10 04:22:42.522000000","Patch Set 4: Code-Review+2

(1 comment)"
"153986","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-10 22:49:54.911000000","Patch Set 4:

(1 comment)"
"153990","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-08 21:53:46.542000000","Topic set to toybox-mount"
"153990","platform/system/core","Elliott Hughes","Dan Albert","2015-06-08 21:56:52.694000000","Patch Set 1: Code-Review+2"
"153990","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-08 22:23:06.736000000","Patch Set 1: Verified+1"
"154051","platform/frameworks/av","Martin Storsjö","Harish Mahendrakar","2015-06-18 08:10:28.181000000","Patch Set 1: Code-Review+1"
"154051","platform/frameworks/av","Martin Storsjö","Marco Nelissen","2015-06-24 20:30:45.976000000","Patch Set 1: Code-Review+2 Verified+1"
"154064","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-09 19:42:00.806000000","Patch Set 1: Code-Review+2 Verified+1

nice(tm)"
"154095","platform/frameworks/base","Christopher Ferris","Christopher Ferris","2015-06-10 00:32:22.540000000","Patch Set 1: Code-Review+2 Verified+1"
"154103","platform/system/core","Tao Bao","Elliott Hughes","2015-06-10 00:34:24.724000000","Patch Set 1: Code-Review+2"
"154103","platform/system/core","Tao Bao","Tao Bao","2015-06-10 00:43:32.172000000","Patch Set 1: Verified+1"
"154120","platform/frameworks/base","Tao Bao","Elliott Hughes","2015-06-10 00:32:07.693000000","Patch Set 1: Code-Review+2"
"154120","platform/frameworks/base","Tao Bao","Tao Bao","2015-06-10 00:43:44.456000000","Patch Set 1: Verified+1"
"154121","platform/frameworks/base","Tao Bao","Elliott Hughes","2015-06-10 00:31:47.838000000","Patch Set 1: Code-Review+2"
"154121","platform/frameworks/base","Tao Bao","Tao Bao","2015-06-10 00:43:55.223000000","Patch Set 1: Verified+1"
"154129","platform/bionic","Christopher Ferris","Christopher Ferris","2015-06-10 17:53:08.456000000","Patch Set 1: Code-Review+2 Verified+1"
"154129","platform/bionic","Christopher Ferris","Bionic Buildbot","2015-06-10 18:18:20.641000000","Patch Set 1:

bionic-presubmit #1579 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1579/"
"154213","platform/system/core","Elliott Hughes","Tao Bao","2015-06-10 19:04:58.525000000","Patch Set 1:

(1 comment)"
"154213","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-10 19:09:53.558000000","Patch Set 1:

(1 comment)"
"154213","platform/system/core","Elliott Hughes","Tao Bao","2015-06-10 19:10:57.967000000","Patch Set 2: Code-Review+1"
"154213","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-10 19:12:14.555000000","Patch Set 2: Code-Review+2 Verified+1

new output:

  usage: fastboot [ <option> ] <command>

  commands:
  update <filename>                        Reflash device from update.zip.
  flashall                                 Flash boot, system, vendor, and --
                                           if found -- recovery.
  flash <partition> [ <filename> ]         Write a file to a flash partition.
  flashing lock                            Locks the device. Prevents flashing.
  flashing unlock                          Unlocks the device. Allows flashing
                                           any partition except
                                           bootloader-related partitions.
  flashing lock_critical                   Prevents flashing bootloader-related
                                           partitions.
  flashing unlock_critical                 Enables flashing bootloader-related
                                           partitions.
  flashing get_unlock_ability              Queries bootloader to see if the
                                           device is unlocked.
  erase <partition>                        Erase a flash partition.
  format[:[<fs type>][:[<size>]] <partition>
                                           Format a flash partition. Can
                                           override the fs type and/or size
                                           the bootloader reports.
  getvar <variable>                        Display a bootloader variable.
  boot <kernel> [ <ramdisk> [ <second> ] ] Download and boot kernel.
  flash:raw boot <kernel> [ <ramdisk> [ <second> ] ]
                                           Create bootimage and flash it.
  devices [-l]                             List all connected devices [with
                                           device paths].
  continue                                 Continue with autoboot.
  reboot [bootloader]                      Reboot device [into bootloader].
  reboot-bootloader                        Reboot device into bootloader.
  help                                     Show this help message.

  options:
  -w                                       Erase userdata and cache (and format
                                           if supported by partition type).
  -u                                       Do not erase partition before
                                           formatting.
  -s <specific device>                     Specify device serial number
                                           or path to device port.
  -p <product>                             Specify product name.
  -c <cmdline>                             Override kernel commandline.
  -i <vendor id>                           Specify a custom USB vendor id.
  -b <base_addr>                           Specify a custom kernel base
                                           address (default: 0x10000000).
  -n <page size>                           Specify the nand page size
                                           (default: 2048).
  -S <size>[K|M|G]                         Automatically sparse files greater
                                           than 'size'. 0 to disable."
"154258","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-11 06:02:51.040000000","Patch Set 1: Verified+1

bionic-presubmit #1593 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1593/"
"154258","platform/bionic","Elliott Hughes","Chih-hung Hsieh","2015-06-11 16:45:13.476000000","Patch Set 1: Code-Review+2"
"154258","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-11 16:58:16.455000000","Patch Set 1: Verified+1

tests still pass on the previously-problematic architectures. no benchmark differences because nothing we benchmark takes the slow (C) path anyway..."
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 20:41:48.608000000","Uploaded patch set 2: Patch Set 1 was rebased."
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 20:46:13.737000000","Patch Set 1:

(2 comments)"
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-10 20:58:19.934000000","Patch Set 1: Verified+1

bionic-presubmit #1580 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1580/"
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 21:09:26.398000000","Patch Set 1:

(1 comment)"
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 21:15:33.557000000","Patch Set 1:

(1 comment)"
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-10 21:32:19.342000000","Patch Set 3: Verified+1

bionic-presubmit #1581 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1581/"
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 21:33:23.471000000","Patch Set 3:

(2 comments)

this code needs some tests..."
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 22:23:27.306000000","Patch Set 3:

(2 comments)

Added tests and addressed comments. PTAL."
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 22:29:02.852000000","Patch Set 5:

Hm, this somehow broken:
[  FAILED  ] libdl.application_sdk_versions_smoke (12 ms)
bionic/tests/libdl_test.cpp:(24) Failure in test libdl.application_sdk_versions_smoke
Value of: android_get_application_target_sdk_version()
  Actual: 10000
Expected: 0U
Which is: 0"
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-10 22:32:34.518000000","Patch Set 4: Verified+1

bionic-presubmit #1582 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1582/"
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-10 22:33:07.252000000","Patch Set 5: Verified-1

bionic-presubmit #1583 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1583/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 22:45:59.498000000","Patch Set 6:

rebased on top of a conflicting change"
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 22:47:47.801000000","Patch Set 6:

application_sdk_versions_smoke is a pre-existing failure"
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 22:50:35.261000000","Patch Set 5:

(5 comments)"
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 22:51:15.380000000","Patch Set 5:

> Hm, this somehow broken:
 > [  FAILED  ] libdl.application_sdk_versions_smoke (12 ms)
 > bionic/tests/libdl_test.cpp:(24) Failure in test libdl.application_sdk_versions_smoke
 > Value of: android_get_application_target_sdk_version()
 > Actual: 10000
 > Expected: 0U
 > Which is: 0

I think this is mine - I might have forgotten to update this test..."
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-10 22:52:41.666000000","Patch Set 6: Verified+1

bionic-presubmit #1584 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1584/"
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 23:05:04.272000000","Patch Set 7:

(3 comments)"
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-10 23:08:23.048000000","Patch Set 7: Verified-1

bionic-presubmit #1585 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1585/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 23:35:40.437000000","Patch Set 7:

(1 comment)"
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 23:37:39.334000000","Patch Set 7:

(1 comment)"
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 23:45:30.389000000","Patch Set 7:

(1 comment)"
"154261","platform/bionic","Evgenii Stepanov","Dimitry Ivanov","2015-06-10 23:49:38.657000000","Patch Set 9: Code-Review+2"
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 23:55:48.328000000","Patch Set 9: Verified+1

Verified that a Nexus 5 boots and seems to work correctly with this change."
"154261","platform/bionic","Evgenii Stepanov","Evgenii Stepanov","2015-06-10 23:56:28.582000000","Patch Set 9:

Thanks for the review!"
"154261","platform/bionic","Evgenii Stepanov","Bionic Buildbot","2015-06-11 00:04:17.095000000","Patch Set 9:

bionic-presubmit #1586 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1586/"
"154265","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-11 00:03:39.260000000","Patch Set 1: Code-Review+2 Verified+1

cherry-pick"
"154265","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-11 00:08:53.766000000","Patch Set 1:

bionic-presubmit #1587 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1587/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"154295","platform/frameworks/av","Neil Fuller","Neil Fuller","2015-06-11 12:52:34.595000000","Topic set to fix_icu4c_initialization"
"154295","platform/frameworks/av","Neil Fuller","Neil Fuller","2015-06-11 13:37:47.597000000","Patch Set 3: Code-Review+2 Verified+1"
"154314","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-11 00:28:52.836000000","Patch Set 1: Verified-1

bionic-presubmit #1588 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1588/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"154314","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-11 00:37:59.692000000","Patch Set 1:

bionic-presubmit #1590 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1590/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"154314","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-11 01:13:53.631000000","Patch Set 1:

bionic-presubmit #1591 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1591/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"154314","platform/bionic","Elliott Hughes","Christopher Ferris","2015-06-11 01:28:54.189000000","Patch Set 1: Code-Review+2

It looks like the bionic buildbot failures are not from this change."
"154314","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-11 01:29:19.096000000","Patch Set 1: Verified+1"
"154314","platform/bionic","Elliott Hughes","Dimitry Ivanov","2015-06-11 01:29:38.187000000","Patch Set 1: Code-Review+2"
"154314","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-11 01:31:06.042000000","Patch Set 1: -Verified"
"154330","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-11 02:52:36.528000000","Patch Set 1: Code-Review+2"
"154330","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-11 03:04:56.989000000","Patch Set 1: Verified+1"
"154330","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-11 03:08:37.917000000","Patch Set 1:

bionic-presubmit #1592 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1592/"
"154331","platform/system/core","Elliott Hughes","Narayan Kamath","2015-06-11 12:21:35.595000000","Patch Set 1: Code-Review+2"
"154331","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-11 15:03:51.385000000","Patch Set 1: Verified+1"
"154336","platform/system/core","Evgenii Stepanov","Stephen Hines","2015-06-11 21:48:01.379000000","Patch Set 1: Code-Review+1

(1 comment)"
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-11 21:52:06.857000000","Uploaded patch set 2: Commit message was updated."
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-11 21:52:15.083000000","Patch Set 1:

(1 comment)"
"154336","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 00:13:17.905000000","Patch Set 2:

(1 comment)"
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 00:16:55.116000000","Patch Set 2:

(1 comment)"
"154336","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 00:44:29.224000000","Patch Set 3:

Added LOCAL_CXX_STL := none to liblog (both host and target)."
